,Year,Engine,Seating,Price
7181,2014,1500.0,5.0,3060000.0
7182,2020,3000.0,5.0,8500000.0
7183,2013,1800.0,5.0,3020000.0
7184,2019,1200.0,5.0,4800000.0
7185,1998,1600.0,6.0,1000000.0
7186,2001,3000.0,7.0,4200000.0
7187,2014,1500.0,5.0,4050000.0
7188,2007,660.0,5.0,1480000.0
7189,2006,1300.0,7.0,1540000.0
7190,2011,1000.0,4.0,1030000.0000000001
7191,2015,800.0,5.0,850000.0
7192,2004,1300.0,5.0,2150000.0
7193,2006,1300.0,5.0,1200000.0
7194,2007,1500.0,5.0,2599000.0
7195,2009,1800.0,5.0,1980000.0
7197,2021,1000.0,5.0,2750000.0
7198,2018,1400.0,5.0,2850000.0
7199,2021,1500.0,5.0,3750000.0
7200,2012,3000.0,5.0,5700000.0
7201,2003,4200.0,7.0,9500000.0
7202,2004,2500.0,5.0,2950000.0
7204,2019,2800.0,5.0,8250000.0
7205,2007,800.0,4.0,580000.0
7207,2007,1000.0,5.0,715000.0
7209,2015,1000.0,5.0,1540000.0
7210,2007,1800.0,7.0,2375000.0
7211,2010,3500.0,5.0,7550000.0
7212,2010,1300.0,5.0,1895000.0
7213,2013,660.0,4.0,1700000.0
7216,2016,1800.0,5.0,3615000.0
7217,2022,1600.0,5.0,5225000.0
7218,2017,796.0,4.0,1180000.0
7219,2007,1800.0,5.0,3100000.0
7220,1989,2500.0,8.0,3000000.0
7221,2007,1000.0,5.0,770000.0
7222,2021,660.0,4.0,2250000.0
7223,1991,800.0,5.0,430000.0
7224,2003,1300.0,5.0,1430000.0
7225,2021,1000.0,5.0,2780000.0
7226,2017,1800.0,5.0,3900000.0
7227,2021,1800.0,5.0,5000000.0
7229,1998,2700.0,7.0,2900000.0
7230,1977,2000.0,5.0,1000000.0
7231,2011,660.0,7.0,1200000.0
7233,2007,1500.0,5.0,1800000.0
7234,2016,660.0,4.0,2025000.0
7235,2005,1600.0,4.0,1050000.0
7236,2022,1500.0,5.0,8241799.999999999
7240,1989,3000.0,7.0,2400000.0
7241,2020,800.0,2.0,1280000.0
7242,2009,1800.0,5.0,1689999.9999999998
7243,2013,796.0,4.0,969999.9999999999
7244,2013,1500.0,5.0,2825000.0
7245,2000,2700.0,7.0,4300000.0
7246,2007,800.0,5.0,850000.0
7247,2021,1000.0,5.0,2585000.0
7250,2015,1500.0,5.0,5200000.0
7252,2011,1300.0,5.0,2030000.0
7253,2019,1300.0,5.0,3260000.0
7254,2017,1500.0,5.0,2970000.0
7256,2006,1000.0,5.0,1850000.0
7257,2003,1500.0,5.0,1195000.0
7258,2013,1800.0,5.0,3675000.0
7259,2021,1000.0,5.0,2875000.0
7260,2013,1800.0,5.0,2500000.0
7261,2006,4000.0,7.0,8000000.0
7262,2019,1000.0,5.0,2180000.0
7263,2019,1000.0,5.0,3000000.0
7264,2022,1500.0,5.0,7050000.0
7265,2007,3000.0,7.0,6200000.0
7267,2013,1800.0,5.0,2500000.0
7268,2022,1000.0,8.0,2560000.0
7271,2013,1800.0,5.0,2700000.0
7272,2022,2000.0,6.0,9325000.0
7273,1996,2300.0,5.0,2300000.0
7274,2009,800.0,4.0,680000.0
7276,1998,1300.0,5.0,1100000.0
7277,2005,2400.0,5.0,2480000.0
7279,2013,2000.0,5.0,7900000.0
7281,2018,1500.0,5.0,6480000.0
7283,1992,1800.0,5.0,2000000.0
7285,2021,2000.0,5.0,6085000.0
7287,1997,1600.0,6.0,785000.0
7288,2002,1300.0,5.0,1325000.0
7289,1993,3000.0,5.0,4100000.0
7290,2007,1300.0,5.0,2000000.0
7291,2012,1000.0,5.0,2250000.0
7292,1988,800.0,5.0,250000.0
7293,2016,1500.0,5.0,6000000.0
7297,1994,1800.0,5.0,1250000.0
7298,2021,1500.0,7.0,5100000.0
7299,2011,1000.0,5.0,2010000.0000000002
7300,2012,1000.0,5.0,2350000.0
7301,2014,1300.0,5.0,2450000.0
7302,2022,1500.0,7.0,4425000.0
7303,1994,660.0,5.0,800000.0
7304,1991,1500.0,5.0,550000.0
7305,2018,1500.0,5.0,2850000.0
7306,1990,1500.0,5.0,950000.0
7307,2019,1800.0,5.0,4425000.0
7308,2011,1300.0,5.0,2039999.9999999998
7309,2021,1600.0,5.0,5125000.0
7310,2004,800.0,4.0,575000.0
7311,2014,1000.0,5.0,1625000.0
7312,1995,1300.0,5.0,500000.0
7314,2018,1000.0,5.0,1864999.9999999998
7315,1996,3000.0,7.0,3300000.0
7316,2022,660.0,4.0,2275000.0
7317,2013,1000.0,5.0,2000000.0
7319,2022,660.0,4.0,2215000.0
7320,2006,1600.0,5.0,1430000.0
7321,2016,800.0,5.0,1030000.0000000001
7323,2005,1600.0,6.0,1450000.0
7324,2015,1300.0,5.0,2500000.0
7328,2012,2500.0,5.0,5200000.0
7329,2007,1800.0,5.0,3165000.0
7330,2008,800.0,5.0,680000.0
7331,2014,1300.0,5.0,2480000.0
7332,2006,2400.0,5.0,1685000.0000000002
7333,2004,800.0,4.0,560000.0
7334,2011,800.0,4.0,890000.0
7337,2008,1300.0,5.0,2200000.0
7339,2017,1800.0,5.0,7600000.0
7340,1997,4200.0,7.0,4000000.0
7341,2003,1500.0,5.0,1120000.0
7343,1997,2200.0,7.0,1550000.0
7344,2007,1000.0,5.0,650000.0
7347,2008,3000.0,5.0,5500000.0
7351,2009,1800.0,5.0,2170000.0
7352,2019,1300.0,5.0,3050000.0
7353,2013,1300.0,5.0,2100000.0
7354,2018,1300.0,5.0,1880000.0
7356,2002,2400.0,7.0,2500000.0
7357,1996,3000.0,7.0,4090000.0
7358,2017,800.0,5.0,1050000.0
7359,2014,1000.0,5.0,1410000.0
7361,2007,800.0,4.0,680000.0
7362,2008,1000.0,5.0,1800000.0
7363,1984,1000.0,5.0,350000.0
7366,2019,1300.0,5.0,2550000.0
7367,2010,1800.0,5.0,1680000.0
7368,1991,1600.0,5.0,850000.0
7369,2007,1800.0,5.0,1645000.0
7370,1990,2500.0,7.0,1250000.0
7371,2019,1300.0,5.0,2550000.0
7373,2021,800.0,5.0,1100000.0
7374,2022,1600.0,5.0,4880000.0
7375,2008,1800.0,5.0,2400000.0
7376,1999,2700.0,7.0,4200000.0
7379,2007,1500.0,5.0,2850000.0
7380,1985,1600.0,7.0,280000.0
7382,2018,1500.0,5.0,4700000.0
7383,2022,2000.0,5.0,7050000.0
7384,2018,1000.0,5.0,3550000.0
7385,2007,1800.0,5.0,1750000.0
7386,2017,660.0,5.0,3100000.0
7387,2021,1800.0,5.0,5700000.0
7388,2002,1500.0,5.0,2600000.0
7390,2014,1000.0,5.0,1360000.0
7391,2009,1300.0,5.0,1475000.0
7392,2003,800.0,4.0,630000.0
7393,2008,1800.0,5.0,2500000.0
7394,2021,2400.0,7.0,8200000.0
7395,2007,1500.0,5.0,1500000.0
7396,1997,1300.0,5.0,969999.9999999999
7397,2010,1500.0,5.0,3520000.0000000005
7398,2012,1300.0,5.0,2275000.0
7399,2016,1500.0,5.0,5500000.0
7400,2022,2000.0,5.0,8850000.0
7402,2002,2000.0,5.0,2600000.0
7404,2021,1500.0,5.0,3495000.0000000005
7405,2014,1000.0,5.0,2475000.0
7406,2018,1300.0,5.0,3250000.0
7407,2019,660.0,4.0,2300000.0
7408,2007,1000.0,5.0,1660000.0000000002
7409,2021,2000.0,5.0,6450000.0
7410,2021,1500.0,5.0,3720000.0000000005
7413,2021,2000.0,5.0,5750000.0
7415,2006,4700.0,7.0,9200000.0
7418,2006,1300.0,7.0,1845000.0
7420,2011,1300.0,5.0,2000000.0
7421,2010,1600.0,4.0,1465000.0
7426,2010,1600.0,4.0,1250000.0
7430,2013,796.0,4.0,1030000.0000000001
7433,1997,1300.0,5.0,730000.0
7436,2015,1500.0,5.0,4500000.0
7438,2014,1500.0,5.0,3900000.0
7439,2017,1300.0,5.0,2175000.0
7440,2007,1500.0,5.0,2140000.0
7442,2003,1600.0,6.0,1090000.0
7443,2018,1000.0,5.0,3479999.9999999995
7445,1993,1500.0,5.0,540000.0
7446,2014,1000.0,5.0,1689999.9999999998
7447,1997,4500.0,7.0,3900000.0
7448,2019,1300.0,5.0,2250000.0
7449,2019,800.0,5.0,1340000.0
7450,2010,800.0,5.0,1030000.0000000001
7451,2014,660.0,7.0,1550000.0
7452,2017,1800.0,5.0,3750000.0
7453,2012,1600.0,5.0,2650000.0
7454,2017,1500.0,5.0,4750000.0
7455,2013,660.0,4.0,1830000.0
7456,2020,660.0,5.0,2850000.0
7457,2016,1000.0,5.0,1695000.0
7458,2021,660.0,4.0,2064999.9999999998
7462,2003,1600.0,6.0,1300000.0
7463,2008,1500.0,5.0,2380000.0
7464,2019,1000.0,5.0,3500000.0
7465,2022,1300.0,5.0,3860000.0
7466,1990,800.0,4.0,400000.0
7467,1999,1300.0,5.0,1075000.0
7468,2014,1500.0,5.0,3600000.0
7469,2014,1500.0,5.0,4150000.0
7470,2015,1000.0,5.0,1580000.0
7471,2015,2700.0,7.0,7325000.0
7472,2011,1800.0,5.0,6200000.0
7476,2010,660.0,4.0,900000.0
7477,2020,1600.0,5.0,4000000.0
7478,2005,1500.0,5.0,1420000.0
7479,2013,1300.0,5.0,2650000.0
7480,2021,1300.0,5.0,2950000.0
7482,1988,1500.0,5.0,1100000.0
7484,2016,1000.0,5.0,3200000.0
7485,2015,1300.0,5.0,2650000.0
7487,2018,1300.0,5.0,3650000.0
7488,2016,1300.0,5.0,2450000.0
7489,2008,1800.0,5.0,3850000.0
7490,2013,660.0,4.0,1800000.0
7491,2006,1000.0,5.0,840000.0
7492,2010,800.0,4.0,780000.0
7493,2015,1600.0,5.0,2900000.0
7494,2018,1800.0,5.0,6800000.0
7496,2018,660.0,4.0,3000000.0
7497,2008,1300.0,5.0,1450000.0
7498,1997,1500.0,5.0,825000.0
7499,2013,1000.0,5.0,2300000.0
7500,2006,1000.0,4.0,725000.0
7502,2019,660.0,7.0,3050000.0
7503,2010,2400.0,5.0,4950000.0
7504,1986,1300.0,5.0,800000.0
7505,2021,1500.0,7.0,5500000.0
7506,2014,1000.0,5.0,2380000.0
7507,2014,3000.0,5.0,5500000.0
7508,2005,1600.0,6.0,1250000.0
7509,2018,1000.0,5.0,1900000.0
7510,2019,1600.0,5.0,3950000.0
7511,2020,2000.0,5.0,5800000.0
7512,2012,1500.0,5.0,2850000.0
7513,1992,3000.0,5.0,1600000.0
7514,1999,2700.0,7.0,3300000.0
7516,2016,1500.0,5.0,5800000.0
7518,2018,1000.0,5.0,2050000.0
7519,2017,1300.0,5.0,2820000.0
7520,2017,1500.0,5.0,3200000.0
7521,1991,2700.0,7.0,1800000.0
7522,2005,3400.0,7.0,7500000.0
7523,1996,1600.0,6.0,790000.0
7524,2011,1800.0,5.0,2095000.0
7525,1982,2000.0,5.0,315000.0
7526,1983,2500.0,7.0,1750000.0
7529,2009,1800.0,5.0,2700000.0
7530,2005,1300.0,5.0,1550000.0
7534,2005,1500.0,5.0,2800000.0
7537,2014,1800.0,5.0,4150000.0
7542,2007,2500.0,5.0,2200000.0
7543,2013,1500.0,5.0,2730000.0
7545,2019,1300.0,5.0,3085000.0
7546,2007,1800.0,5.0,3395000.0000000005
7547,2007,1500.0,5.0,2800000.0
7548,2022,2500.0,5.0,9225000.0
7552,2008,1800.0,5.0,1580000.0
7553,2007,1500.0,5.0,2600000.0
7554,1996,1500.0,5.0,869999.9999999999
7556,2015,1500.0,5.0,2100000.0
7557,1998,2700.0,7.0,3500000.0
7559,1989,2500.0,8.0,1700000.0
7560,2013,660.0,4.0,1430000.0
7561,2006,660.0,4.0,1060000.0
7563,2021,1000.0,8.0,2360000.0
7564,2020,1300.0,5.0,2750000.0
7565,2005,1600.0,5.0,1225000.0
7566,1993,3000.0,7.0,2975000.0
7567,2014,1300.0,5.0,2440000.0
7569,2012,1300.0,5.0,1950000.0
7570,2013,1800.0,5.0,2985000.0
7571,2019,660.0,4.0,1950000.0
7573,2012,3000.0,5.0,5200000.0
7574,2005,1600.0,6.0,1375000.0
7575,2003,1000.0,5.0,715000.0
7578,2020,1500.0,5.0,3737894.736842105
7580,2013,796.0,4.0,685000.0
7582,2011,1800.0,5.0,3450000.0
7583,1984,1300.0,5.0,500000.0
7584,2022,1000.0,8.0,2550000.0
7585,2003,1000.0,5.0,585000.0
7586,2000,800.0,4.0,459999.99999999994
7587,2019,1500.0,7.0,4600000.0
7588,2022,1500.0,5.0,7100000.0
7591,2001,1600.0,6.0,1100000.0
7592,2011,1000.0,4.0,890000.0
7593,2017,796.0,4.0,1095000.0
7595,2009,1800.0,5.0,3956000.0
7596,2011,1600.0,5.0,1789999.9999999998
7597,2007,1500.0,5.0,1480000.0
7598,2021,2000.0,5.0,7300000.0
7600,2020,1800.0,5.0,5200000.0
7601,2007,1300.0,5.0,1650000.0
7602,2007,1000.0,5.0,800000.0
7603,2020,2000.0,5.0,6175000.0
7604,2003,1300.0,5.0,900000.0
7605,2020,2000.0,5.0,6185000.0
7606,2019,796.0,4.0,1275000.0
7607,2008,1300.0,5.0,1480000.0
7609,2008,1300.0,5.0,2490000.0
7611,2013,1000.0,5.0,1125000.0
7612,2014,660.0,4.0,1750000.0
7613,2019,660.0,5.0,2750000.0
7614,2018,660.0,5.0,3100000.0
7615,2008,3000.0,8.0,6700000.0
7616,2008,1800.0,5.0,3395000.0000000005
7617,2020,2000.0,5.0,6150000.0
7618,2010,1300.0,5.0,1500000.0
7619,2013,1300.0,5.0,1798999.9999999998
7620,1989,1000.0,5.0,530000.0
7622,2011,1000.0,5.0,1935000.0000000002
7624,2014,1000.0,5.0,2550000.0
7626,2000,1300.0,5.0,800000.0
7627,2008,800.0,4.0,720000.0
7629,2021,1800.0,5.0,6050000.0
7631,1992,1300.0,5.0,600000.0
7632,2004,1000.0,5.0,780000.0
7633,2005,1000.0,5.0,630000.0
7634,2018,1800.0,5.0,8000000.0
7635,2004,1300.0,5.0,860000.0
7636,2017,796.0,4.0,1225000.0
7637,2015,796.0,4.0,960000.0
7638,1968,2200.0,3.0,1200000.0
7639,1998,1500.0,5.0,899000.0
7640,2016,660.0,4.0,2150000.0
7641,2008,800.0,4.0,590000.0
7643,2022,1000.0,5.0,2700000.0
7644,2021,1800.0,5.0,5650000.0
7645,2003,1600.0,5.0,1350000.0
7647,1990,1000.0,5.0,434999.99999999994
7649,2017,1800.0,5.0,3950000.0
7650,2013,1300.0,5.0,1650000.0
7651,1999,1500.0,5.0,750000.0
7652,1997,1500.0,5.0,1750000.0
7654,2012,1800.0,5.0,3650000.0
7655,2018,1300.0,5.0,2500000.0
7656,2009,1600.0,5.0,2140000.0
7658,2001,1100.0,5.0,1080000.0
7659,2015,660.0,4.0,1950000.0
7660,2021,1000.0,5.0,2700000.0
7661,1993,2800.0,7.0,1800000.0
7663,2017,1800.0,5.0,7200000.0
7664,2015,1300.0,5.0,1900000.0
7665,2005,5500.0,5.0,6700000.0
7666,2007,1000.0,5.0,1675000.0
7668,2022,3500.0,7.0,7850000.0
7669,2018,1300.0,5.0,2390000.0
7670,2022,1200.0,5.0,3940000.0
7672,2022,1200.0,5.0,4250000.0
7673,2021,1500.0,5.0,3395000.0000000005
7674,2015,1500.0,5.0,4200000.0
7675,2006,1600.0,6.0,1390000.0
7676,2006,1300.0,5.0,2100000.0
7677,2003,2000.0,5.0,1300000.0
7678,2014,796.0,4.0,900000.0
7679,2021,1500.0,5.0,3520000.0000000005
7680,2015,1000.0,5.0,1680000.0
7681,1997,1600.0,6.0,910000.0
7683,2007,1800.0,7.0,2850000.0
7684,2007,1600.0,5.0,2990000.0
7685,2012,660.0,7.0,1700000.0
7687,1984,2000.0,5.0,650000.0
7688,2022,1200.0,5.0,3779999.9999999995
7689,2007,2500.0,5.0,4200000.0
7690,2002,1600.0,6.0,1425000.0
7692,2018,660.0,4.0,2830000.0
7693,2013,1300.0,5.0,1780000.0
7694,2016,1500.0,5.0,3200000.0
7695,2010,1500.0,5.0,2425000.0
7696,2008,1800.0,5.0,1900000.0
7697,2017,1500.0,5.0,3300000.0
7699,2022,1500.0,7.0,5600000.0
7700,1987,1000.0,5.0,392000.0
7701,2007,1300.0,5.0,2050000.0
7702,2020,1800.0,5.0,4750000.0
7703,2019,1600.0,5.0,4275000.0
7704,2018,1500.0,5.0,5700000.0
7705,2015,800.0,2.0,875000.0
7706,2014,1500.0,5.0,2445000.0
7707,2021,2000.0,5.0,6950000.0
7708,1994,1000.0,5.0,425000.0
7709,2019,1600.0,5.0,4100000.0
7711,2014,1500.0,5.0,3500000.0
7713,2010,1300.0,5.0,1795000.0
7714,2010,1300.0,5.0,1760000.0000000002
7715,2016,1500.0,5.0,5100000.0
7716,2022,1500.0,5.0,3595000.0000000005
7718,1994,1500.0,5.0,1600000.0
7719,2021,1800.0,5.0,5399000.0
7720,2020,1300.0,5.0,2540000.0
7721,2014,1800.0,5.0,5200000.0
7722,2014,1800.0,5.0,5200000.0
7724,2000,2400.0,5.0,2200000.0
7725,2021,1800.0,5.0,5750000.0
7726,2005,1800.0,5.0,2575000.0
7728,2021,1000.0,5.0,2595000.0
7729,2016,1300.0,5.0,2670000.0
7730,2004,1300.0,7.0,1425000.0
7731,2008,2000.0,5.0,2150000.0
7732,2016,660.0,5.0,2300000.0
7734,2013,1000.0,5.0,2150000.0
7737,1993,1600.0,5.0,1250000.0
7738,2011,1300.0,5.0,2340000.0
7739,2010,1300.0,5.0,1680000.0
7740,2022,660.0,4.0,2199000.0
7741,2015,660.0,4.0,1975000.0
7742,2021,1000.0,5.0,2470000.0
7744,1987,1600.0,5.0,550000.0
7745,2012,660.0,4.0,1250000.0
7746,2021,660.0,4.0,2020000.0
7748,2020,1300.0,5.0,3000000.0
7750,2018,1500.0,5.0,3550000.0
7751,1990,2400.0,16.0,1800000.0
7752,1988,800.0,2.0,370000.0
7753,1981,1300.0,5.0,450000.0
7755,2021,1800.0,5.0,5700000.0
7756,2022,1500.0,7.0,4129999.9999999995
7758,2012,800.0,5.0,900000.0
7759,2011,1500.0,5.0,2750000.0
7760,2012,1000.0,5.0,2100000.0
7761,2012,1000.0,5.0,2295000.0
7762,2009,1800.0,5.0,1950000.0
7763,2008,1800.0,5.0,3500000.0
7764,2018,1198.0,5.0,3450000.0
7768,2019,1000.0,8.0,850000.0
7770,2021,660.0,4.0,2130000.0
7771,2017,1300.0,5.0,2700000.0
7773,2021,1500.0,5.0,3265000.0
7774,2019,1300.0,5.0,2300000.0
7775,2012,800.0,5.0,900000.0
7776,2010,800.0,5.0,900000.0
7777,2011,1300.0,5.0,1795000.0
7778,1991,1000.0,5.0,320000.0
7779,2019,1300.0,5.0,2970000.0
7780,2010,800.0,5.0,1200000.0
7781,2013,1000.0,5.0,2400000.0
7782,2017,1500.0,5.0,5400000.0
7783,2021,2800.0,5.0,8190000.000000001
7785,2009,1800.0,5.0,2100000.0
7787,2007,1800.0,5.0,2900000.0
7789,2021,1800.0,5.0,4800000.0
7790,1996,1600.0,6.0,850000.0
7792,2013,660.0,4.0,1875000.0
7795,1999,800.0,4.0,430000.0
7796,2016,1000.0,5.0,1525000.0
7798,2013,1300.0,5.0,2089999.9999999998
7801,2022,1500.0,5.0,6780000.0
7802,2022,1000.0,5.0,1769000.0000000002
7805,2013,1300.0,5.0,1675000.0
7806,2008,1000.0,4.0,950000.0
7807,2018,1800.0,5.0,4050000.0
7809,2016,1300.0,5.0,2800000.0
7810,2016,1600.0,5.0,3500000.0
7811,2005,1600.0,6.0,1350000.0
7812,2012,1000.0,5.0,1150000.0
7813,2017,1500.0,5.0,3035000.0
7814,2001,3000.0,7.0,4600000.0
7816,2013,1800.0,5.0,2550000.0
7817,1988,800.0,2.0,350000.0
7820,2009,1300.0,5.0,1760000.0000000002
7822,1993,1300.0,5.0,500000.0
7823,1998,1600.0,5.0,900000.0
7824,2005,3000.0,5.0,5500000.0
7825,2012,1600.0,5.0,2750000.0
7826,1998,1000.0,5.0,700000.0
7827,2007,1800.0,5.0,3000000.0
7832,2005,660.0,4.0,1150000.0
7834,2004,1000.0,5.0,575000.0
7835,2021,1500.0,5.0,6700000.0
7838,2015,1000.0,5.0,2900000.0
7839,2006,3200.0,7.0,3700000.0
7840,1999,2000.0,5.0,1800000.0
7841,2011,1000.0,5.0,1225000.0
7842,1995,1500.0,5.0,1100000.0
7843,2005,1500.0,5.0,1490000.0
7844,2001,1000.0,4.0,545000.0
7845,1986,1500.0,5.0,450000.0
7846,2013,1000.0,5.0,1195000.0
7847,2020,1500.0,7.0,5000000.0
7848,2017,800.0,5.0,1200000.0
7852,2006,2000.0,7.0,2500000.0
7853,2007,1000.0,5.0,850000.0
7854,2014,796.0,4.0,869999.9999999999
7855,2016,1000.0,5.0,1720000.0
7857,2003,1500.0,5.0,1425000.0
7858,2018,660.0,4.0,1925000.0
7859,2017,3000.0,5.0,7500000.0
7860,2020,1300.0,5.0,3150000.0
7861,1994,1600.0,5.0,875000.0
7862,2008,660.0,4.0,1355000.0
7863,2010,1300.0,5.0,1900000.0
7865,2016,1300.0,5.0,2580000.0
7867,2004,1600.0,5.0,1460000.0
7868,2017,1000.0,5.0,1755000.0
7869,1995,1300.0,5.0,530000.0
7870,2016,1300.0,5.0,1100000.0
7872,2019,1000.0,5.0,1950000.0
7873,2008,1000.0,5.0,1390000.0
7874,2015,1800.0,5.0,3350000.0
7875,2013,1500.0,5.0,2955000.0
7876,2012,1500.0,5.0,2875000.0
7877,2017,1800.0,5.0,7650000.0
7878,2001,2500.0,5.0,2300000.0
7879,2011,1800.0,5.0,1495000.0
7880,2018,1800.0,5.0,3990000.0
7881,2001,2000.0,5.0,1850000.0
7883,2020,1000.0,5.0,2825000.0
7884,2020,1000.0,5.0,2075000.0
7885,2018,2800.0,5.0,7850000.0
7886,1984,1300.0,5.0,400000.0
7888,2016,1800.0,5.0,3500000.0
7889,1987,2400.0,7.0,1880000.0
7890,2001,1300.0,5.0,1350000.0
7891,2019,1000.0,5.0,3375000.0
7892,2015,1500.0,5.0,3750000.0
7893,2013,660.0,4.0,1720000.0
7894,2019,1000.0,5.0,4250000.0
7895,2018,1500.0,7.0,4150000.0
7896,2010,800.0,4.0,680000.0
7897,2006,1300.0,5.0,1350000.0
7898,2022,1000.0,5.0,3000000.0
7899,2021,1200.0,5.0,3629999.9999999995
7901,2015,1800.0,5.0,3000000.0
7902,2012,1300.0,5.0,1650000.0
7903,2006,800.0,5.0,695000.0
7904,2006,1300.0,4.0,900000.0
7905,2002,800.0,5.0,425000.0
7906,2004,1800.0,5.0,3850000.0
7907,2017,1000.0,5.0,1814999.9999999998
7908,1990,3000.0,7.0,2700000.0
7910,2004,3000.0,5.0,4750000.0
7911,2006,1300.0,5.0,1650000.0
7912,2015,2700.0,7.0,7000000.0
7913,1992,800.0,4.0,400000.0
7917,2019,2000.0,5.0,5600000.0
7922,2005,1000.0,5.0,1280000.0
7923,2014,1800.0,5.0,4420000.0
7924,2007,1300.0,5.0,1950000.0
7925,1993,2400.0,7.0,2050000.0
7926,2007,800.0,4.0,520000.0
7928,1996,1600.0,5.0,1180000.0
7929,2014,1500.0,5.0,3895000.0000000005
7931,1985,1000.0,4.0,378000.0
7932,1986,2400.0,5.0,1072000.0
7933,1987,800.0,5.0,500000.0
7935,2010,1300.0,5.0,2250000.0
7937,2022,2000.0,6.0,9800000.0
7938,2007,1800.0,5.0,1950000.0
7939,2014,660.0,4.0,1750000.0
7940,2022,1500.0,5.0,7150000.0
7943,2015,1300.0,5.0,2575000.0
7944,2014,1300.0,5.0,2370000.0
7945,2008,1000.0,5.0,2000000.0
7946,2012,800.0,4.0,840000.0
7947,1994,1500.0,5.0,484999.99999999994
7949,1984,3400.0,7.0,2200000.0
7950,2013,1800.0,5.0,2250000.0
7951,2011,1300.0,5.0,2100000.0
7953,2022,6601.0,4.0,2200000.0
7954,2018,1800.0,5.0,4400000.0
7956,2013,2700.0,7.0,6000000.0
7957,2001,3000.0,7.0,4500000.0
7959,2013,1500.0,5.0,2200000.0
7960,2005,1800.0,5.0,2200000.0
7961,2016,1500.0,5.0,2750000.0
7962,2019,1600.0,5.0,3900000.0
7963,2015,1000.0,5.0,1500000.0
7964,2003,2700.0,7.0,4975000.0
7965,2008,1000.0,2.0,1650000.0
7967,2017,1500.0,5.0,2975000.0
7968,2007,1000.0,5.0,830000.0000000001
7969,1985,1667.0,5.0,342000.0
7971,2018,1500.0,7.0,3475000.0
7972,1986,2500.0,7.0,1680000.0
7974,2022,1500.0,5.0,7500000.0
7975,1987,800.0,5.0,430000.0
7976,2017,1500.0,5.0,2750000.0
7978,2020,2800.0,5.0,9350000.0
7979,1992,800.0,2.0,305000.0
7980,2016,1800.0,7.0,6250000.0
7982,2010,1500.0,5.0,2420000.0
7983,2015,1000.0,5.0,1625000.0
7984,1998,1300.0,5.0,1050000.0
7985,2018,1300.0,5.0,2150000.0
7986,2018,1500.0,5.0,3285000.0
7989,2018,796.0,4.0,1090000.0
7991,1997,1000.0,5.0,425000.0
7992,2008,1800.0,5.0,2125000.0
7993,2019,796.0,4.0,1250000.0
7994,2008,1600.0,5.0,2250000.0
7995,1997,3000.0,7.0,3500000.0
7998,2017,660.0,5.0,2000000.0
8000,2019,1000.0,5.0,3945000.0000000005
8001,2018,1800.0,5.0,7300000.0
8002,2020,2000.0,5.0,5950000.0
8004,2022,1600.0,5.0,4790000.0
8005,2006,800.0,4.0,660000.0
8006,2009,1300.0,5.0,1889999.9999999998
8007,2017,1300.0,5.0,2250000.0
8008,2017,1500.0,5.0,4750000.0
8009,2020,2800.0,5.0,9700000.0
8010,1989,1500.0,5.0,969999.9999999999
8011,2011,1800.0,5.0,3650000.0
8012,2017,660.0,4.0,1825000.0
8013,2018,1800.0,5.0,4300000.0
8014,1992,1000.0,4.0,1400000.0
8015,2022,2000.0,5.0,6000000.0
8016,2017,796.0,4.0,1070000.0
8018,2006,800.0,4.0,645000.0
8019,2018,1000.0,5.0,1975000.0
8020,1989,1000.0,5.0,580000.0
8021,2010,1800.0,5.0,1950000.0
8026,1986,1300.0,5.0,350000.0
8027,2009,660.0,4.0,1420000.0
8028,1984,1800.0,5.0,545000.0
8029,2015,1300.0,5.0,2290000.0
8030,2007,1000.0,5.0,780000.0
8031,2007,800.0,4.0,595000.0
8032,2016,1000.0,5.0,2600000.0
8034,1994,800.0,4.0,430000.0
8035,2021,1300.0,5.0,3250000.0
8036,2006,800.0,4.0,600000.0
8040,2016,1800.0,5.0,3550000.0
8041,2011,1800.0,5.0,2650000.0
8043,2021,1800.0,5.0,5490000.0
8044,1991,1500.0,5.0,819999.9999999999
8045,2011,800.0,4.0,570000.0
8046,2008,1300.0,5.0,1590000.0
8047,2022,660.0,4.0,2325000.0
8048,2004,800.0,4.0,450000.0
8049,1992,2700.0,7.0,2000000.0
8050,2011,660.0,4.0,1290000.0
8051,2021,1000.0,5.0,2990000.0
8055,2016,1000.0,5.0,1500000.0
8056,1988,1000.0,5.0,340000.0
8057,2013,660.0,4.0,1600000.0
8058,2013,796.0,4.0,880000.0000000001
8059,1990,1500.0,5.0,900000.0
8060,2022,1800.0,5.0,6450000.0
8062,2001,1600.0,6.0,1044999.9999999999
8063,2010,1800.0,5.0,2295000.0
8064,2012,1300.0,5.0,2175000.0
8065,2021,2500.0,5.0,8800000.0
8067,2022,1500.0,5.0,3950000.0
8069,1992,3000.0,7.0,3500000.0
8070,2013,1300.0,5.0,2110000.0
8072,2005,660.0,4.0,1150000.0
8077,2001,1600.0,5.0,1440000.0
8078,1993,1300.0,4.0,1580000.0
8079,2003,1600.0,6.0,1150000.0
8080,1983,800.0,5.0,325000.0
8081,2021,1000.0,5.0,2700000.0
8083,2009,1000.0,5.0,1975000.0
8084,2011,1000.0,5.0,2080000.0
8085,2013,1800.0,5.0,2550000.0
