,Year,Engine,Seating,Price
3015,2006,1800.0,5.0,1460000.0
3016,2008,1000.0,4.0,950000.0
3017,2019,1300.0,5.0,3670000.0000000005
3018,2007,1600.0,5.0,1195000.0
3019,2010,1000.0,5.0,1100000.0
3020,1990,4200.0,7.0,1750000.0
3022,1988,1300.0,5.0,490000.00000000006
3023,2015,1800.0,7.0,7200000.0
3024,2017,1600.0,5.0,3250000.0
3025,2018,796.0,4.0,1195000.0
3029,2012,1800.0,5.0,4300000.0
3030,2021,1600.0,5.0,4450000.0
3031,2019,796.0,4.0,1400000.0
3032,2016,2700.0,7.0,7380000.0
3034,2016,1500.0,5.0,6500000.0
3036,2022,1500.0,5.0,6900000.0
3037,2019,1300.0,5.0,3550000.0
3040,2008,1800.0,7.0,4000000.0
3041,2008,2500.0,6.0,6550000.0
3043,2021,2000.0,5.0,4985000.0
3044,1994,1500.0,5.0,1350000.0
3045,1992,3000.0,7.0,3800000.0
3046,2010,1800.0,5.0,2050000.0
3047,2008,1300.0,5.0,1670000.0
3048,2002,2000.0,5.0,2200000.0
3049,2015,1000.0,5.0,1750000.0
3051,2007,1300.0,7.0,1885000.0000000002
3052,1999,1000.0,5.0,1550000.0
3053,2014,1500.0,5.0,2530000.0
3054,2015,800.0,5.0,750000.0
3057,2015,1800.0,7.0,6250000.0
3060,2012,2500.0,5.0,6100000.0
3061,2017,1500.0,5.0,4700000.0
3063,2020,1000.0,5.0,4550000.0
3066,2013,660.0,4.0,1450000.0
3067,2005,1500.0,5.0,1220000.0
3068,2019,2200.0,5.0,4000000.0
3069,2010,800.0,4.0,620000.0
3070,2016,1300.0,5.0,2550000.0
3075,1988,800.0,5.0,310000.0
3076,2013,1600.0,5.0,2625000.0
3077,2022,1400.0,5.0,4600000.0
3078,2016,1500.0,5.0,2700000.0
3079,2002,1600.0,6.0,1000000.0
3081,2011,1000.0,5.0,980000.0000000001
3083,1982,1800.0,5.0,550000.0
3084,2007,800.0,5.0,800000.0
3085,2007,1000.0,4.0,850000.0
3086,2006,2700.0,7.0,7000000.0
3087,2018,1800.0,5.0,4343796.610169492
3088,2020,2000.0,5.0,6750000.0
3089,2022,1000.0,5.0,2990000.0
3090,2019,1000.0,5.0,2645000.0
3091,2018,1500.0,5.0,5150000.0
3092,2020,1500.0,5.0,5200000.0
3093,2015,1500.0,6.0,3900000.0
3094,2014,2500.0,5.0,4775000.0
3095,2022,2000.0,6.0,9000000.0
3096,2012,3000.0,5.0,6400000.0
3097,2018,1800.0,5.0,4160000.0
3099,2007,1600.0,5.0,1435000.0
3100,2012,1300.0,5.0,2260000.0
3102,1992,3400.0,7.0,2800000.0
3103,2021,3000.0,5.0,8800000.0
3104,2006,1000.0,4.0,650000.0
3105,2021,2000.0,5.0,5225000.0
3106,1997,800.0,4.0,450000.0
3107,2016,1500.0,5.0,3290000.0
3108,2021,800.0,5.0,1300000.0
3109,2004,1600.0,6.0,1575000.0
3110,2011,1800.0,5.0,2250000.0
3111,1993,1500.0,5.0,450000.0
3112,2010,1000.0,4.0,969999.9999999999
3113,2012,1300.0,5.0,2150000.0
3114,2018,1300.0,5.0,3175000.0
3116,2013,1000.0,5.0,2135000.0
3117,2006,1500.0,5.0,2400000.0
3118,2018,1500.0,7.0,3650000.0
3122,2019,660.0,4.0,3075000.0
3123,2017,1500.0,5.0,6200000.0
3124,2016,1500.0,5.0,5600000.0
3125,2019,660.0,4.0,3000000.0
3126,2019,1000.0,5.0,3900000.0
3127,2011,2400.0,7.0,5500000.0
3128,2019,1000.0,5.0,3690000.0
3130,2005,1300.0,5.0,830000.0000000001
3132,2001,1600.0,6.0,1035000.0
3133,2003,1500.0,5.0,1080000.0
3135,2019,1000.0,5.0,3590000.0
3136,1999,1300.0,5.0,1250000.0
3138,2018,1300.0,5.0,2960000.0
3140,2006,2700.0,7.0,7300000.0
3141,1985,660.0,5.0,500000.0
3142,2022,1500.0,5.0,7250000.0
3144,2018,1000.0,5.0,2100000.0
3146,2006,800.0,5.0,930000.0000000001
3148,2014,1300.0,5.0,1600000.0
3149,2007,1800.0,5.0,3500000.0
3150,2016,1000.0,5.0,1480000.0
3151,2018,1500.0,5.0,3250000.0
3152,2022,1600.0,5.0,4875000.0
3153,2003,4200.0,7.0,6900000.0
3154,2019,1000.0,5.0,3300000.0
3155,2017,1800.0,5.0,3875000.0
3156,2003,3400.0,7.0,7300000.0
3159,2009,4600.0,7.0,20250000.0
3161,2022,2000.0,6.0,9493181.818181818
3162,1996,4200.0,7.0,4500000.0
3164,2022,1000.0,5.0,3100000.0
3165,2021,1600.0,5.0,4750000.0
3166,2003,800.0,4.0,390000.0
3167,2011,1800.0,5.0,2300000.0
3168,2013,1000.0,5.0,1390000.0
3169,2015,1300.0,5.0,2100000.0
3171,2002,1600.0,5.0,1475000.0
3172,2000,1300.0,5.0,1095000.0
3173,2007,1100.0,5.0,925000.0
3174,2019,1000.0,5.0,2140000.0
3175,2015,796.0,4.0,795000.0
3176,2021,660.0,4.0,2075000.0
3178,2011,800.0,4.0,785000.0
3179,2014,1300.0,5.0,2425000.0
3180,2007,800.0,4.0,675000.0
3181,2005,1000.0,5.0,819999.9999999999
3184,2008,2700.0,7.0,8000000.0
3186,2018,1500.0,5.0,3650000.0
3189,2021,2500.0,5.0,7775000.0
3190,2005,4400.0,6.0,4500000.0
3191,2016,1600.0,5.0,4850000.0
3193,2021,1000.0,5.0,2900000.0
3194,1991,2800.0,7.0,2100000.0
3195,2022,1000.0,5.0,3125000.0
3196,2007,1800.0,5.0,1725000.0
3197,2021,3500.0,7.0,8300000.0
3198,1992,3000.0,7.0,1880000.0
3201,1990,800.0,4.0,280000.0
3204,2005,1600.0,6.0,1285000.0
3205,2019,1800.0,5.0,4800000.0
3206,2018,1800.0,5.0,4350000.0
3207,2017,1500.0,5.0,4100000.0
3209,2019,1000.0,8.0,950000.0
3210,1986,1000.0,4.0,350000.0
3211,2014,1500.0,5.0,4350000.0
3212,2018,1800.0,5.0,4300000.0
3213,2021,1300.0,5.0,2600000.0
3214,2011,3300.0,5.0,7000000.0
3216,2019,1198.0,5.0,4600000.0
3218,2017,660.0,4.0,2575000.0
3219,2021,2000.0,5.0,6200000.0
3220,2020,2800.0,5.0,9100000.0
3221,2007,1800.0,5.0,2350000.0
3223,2011,2500.0,6.0,8500000.0
3224,2017,1800.0,5.0,3750000.0
3225,2010,1000.0,5.0,1115000.0
3227,2019,2800.0,5.0,8150000.0
3228,2016,1000.0,5.0,1650000.0
3229,2017,1300.0,5.0,2980000.0
3230,1991,1600.0,5.0,500000.0
3231,2007,800.0,5.0,750000.0
3233,2013,1500.0,5.0,3000000.0
3234,2017,1800.0,5.0,4550000.0
3235,2014,1000.0,5.0,2330000.0
3237,1999,1600.0,6.0,1100000.0
3238,2016,1500.0,5.0,5495000.0
3239,2016,1300.0,5.0,2750000.0
3241,2016,796.0,4.0,1100000.0
3243,2006,1000.0,4.0,750000.0
3244,2016,1300.0,5.0,2595000.0
3245,2006,1800.0,5.0,2200000.0
3247,2021,1500.0,5.0,5900000.0
3249,1997,1300.0,5.0,785000.0
3250,2018,660.0,7.0,3150000.0
3251,2018,1500.0,5.0,6850000.0
3252,2015,660.0,4.0,1885000.0000000002
3253,1995,4200.0,7.0,3775000.0
3254,2009,2700.0,7.0,7800000.0
3255,2008,4000.0,7.0,9600000.0
3256,2005,4200.0,7.0,4600000.0
3257,1992,2800.0,7.0,3050000.0
3258,2022,660.0,4.0,1995000.0
3260,1999,3000.0,7.0,3425000.0
3261,2014,1300.0,5.0,2350000.0
3262,2014,800.0,5.0,930000.0000000001
3265,2005,2200.0,7.0,2130000.0
3266,2017,1500.0,5.0,5800000.0
3267,2022,1000.0,8.0,2400000.0
3268,2019,1500.0,5.0,4500000.0
3269,2008,1300.0,7.0,1750000.0
3270,2022,1300.0,5.0,3579999.9999999995
3271,2017,1300.0,5.0,2080000.0
3272,2018,1500.0,5.0,2735000.0
3274,1994,2800.0,7.0,2850000.0
3275,2020,2800.0,5.0,9500000.0
3276,2012,1000.0,5.0,1400000.0
3278,2020,660.0,4.0,2025000.0
3279,2010,800.0,5.0,1025000.0
3281,1993,2800.0,7.0,3375000.0
3282,1996,3000.0,7.0,2475000.0
3283,2018,1800.0,5.0,7150000.0
3284,2022,1500.0,6.0,11400000.0
3286,2015,1500.0,5.0,3350000.0
3289,2017,1800.0,5.0,7650000.0
3293,2021,1600.0,5.0,4650000.0
3294,2003,4700.0,7.0,7700000.0
3295,2017,1800.0,5.0,3685000.0
3296,1995,2000.0,5.0,1550000.0
3297,2007,2500.0,8.0,7000000.0
3298,2012,1000.0,4.0,1160000.0
3299,1995,1900.0,5.0,1500000.0
3300,2019,1800.0,5.0,4430000.0
3307,2011,800.0,2.0,750000.0
3310,2013,660.0,4.0,1400000.0
3311,2006,1300.0,7.0,1525000.0
3312,2015,1500.0,5.0,2650000.0
3313,2004,1300.0,5.0,687000.0
3314,2004,2700.0,7.0,5500000.0
3315,2004,1600.0,5.0,1370000.0
3317,2017,1000.0,5.0,4733333.333333334
3318,2006,1800.0,5.0,1950000.0
3319,2017,1000.0,5.0,4179999.9999999995
3320,2016,1200.0,7.0,5350000.0
3321,2007,1300.0,5.0,2175000.0
3323,2022,660.0,4.0,2165000.0
3324,2017,1000.0,5.0,3150000.0
3325,2017,1000.0,5.0,2750000.0
3326,2015,1500.0,5.0,3800000.0
3327,2022,1500.0,7.0,5295000.0
3328,2000,1500.0,5.0,1125000.0
3329,2015,1800.0,5.0,3650000.0
3330,1994,1600.0,5.0,1425000.0
3331,2022,1200.0,5.0,3825000.0
3332,2003,1300.0,5.0,1100000.0
3333,2010,1500.0,5.0,2725000.0
3334,2012,2500.0,5.0,2300000.0
3335,2013,1500.0,5.0,2600000.0
3337,2021,1000.0,5.0,2600000.0
3338,2015,1500.0,5.0,3250000.0
3339,2020,1500.0,5.0,5750000.0
3340,1992,3200.0,5.0,3800000.0
3341,2017,2700.0,7.0,9500000.0
3342,2013,1000.0,5.0,2600000.0
3343,2017,1500.0,5.0,2925000.0
3344,2012,1000.0,5.0,2275000.0
3345,2022,1000.0,5.0,3250000.0
3346,2012,1300.0,5.0,1480000.0
3347,1997,1800.0,5.0,1150000.0
3348,2001,3400.0,7.0,6100000.0
3349,2020,2000.0,5.0,6700000.0
3351,2013,2700.0,7.0,6100000.0
3352,2022,1500.0,6.0,11300000.0
3353,2003,4700.0,7.0,7990000.000000001
3354,2011,1800.0,5.0,2400000.0
3355,2001,3400.0,7.0,6700000.0
3356,2017,2700.0,7.0,8650000.0
3357,2017,1800.0,5.0,3550000.0
3358,2021,1800.0,5.0,5850000.0
3359,2017,1500.0,5.0,3288000.0000000005
3360,1996,3000.0,7.0,3000000.0
3364,2013,796.0,4.0,890000.0
3365,1999,1000.0,5.0,1550000.0
3368,2016,1500.0,5.0,5700000.0
3369,2021,1800.0,5.0,5600000.0
3371,2003,1300.0,7.0,1360000.0
3373,2003,2400.0,5.0,2250000.0
3375,2008,1000.0,5.0,1550000.0
3376,2012,1800.0,5.0,3450000.0
3377,2016,1000.0,5.0,1545000.0
3379,2014,660.0,4.0,2275000.0
3380,2021,1300.0,5.0,3185000.0
3381,2007,1300.0,7.0,1345000.0
3382,2002,2000.0,5.0,1475000.0
3383,2022,1500.0,5.0,8500000.0
3384,2017,660.0,4.0,2000000.0
3387,2008,660.0,4.0,1375000.0
3389,2020,1198.0,5.0,4750000.0
3390,2021,2000.0,5.0,5350000.0
3392,2018,660.0,5.0,3225000.0
3393,2017,1800.0,5.0,9700000.0
3394,2012,1300.0,5.0,2150000.0
3395,2021,660.0,4.0,2100000.0
3397,2014,796.0,4.0,890000.0
3398,2019,1000.0,5.0,2089999.9999999998
3399,2017,1000.0,5.0,4500000.0
3400,2008,1000.0,5.0,985000.0
3401,2009,1800.0,5.0,1925000.0
3402,2017,1500.0,5.0,4290000.0
3403,2010,1500.0,5.0,2695000.0
3404,2011,1800.0,5.0,1585000.0
3405,2018,660.0,5.0,3150000.0
3406,2004,1000.0,5.0,1950000.0
3407,2008,1300.0,5.0,1455000.0
3408,1995,1000.0,4.0,480000.0
3409,2014,1500.0,5.0,3650000.0
3410,2019,1300.0,5.0,1889999.9999999998
3411,2013,660.0,4.0,1850000.0
3412,2013,1600.0,5.0,8500000.0
3413,2014,1500.0,5.0,3700000.0
3414,2006,1000.0,4.0,1080000.0
3415,2014,1500.0,5.0,3050000.0
3417,2017,2700.0,7.0,8490000.0
3419,2005,3400.0,8.0,8000000.0
3420,2020,660.0,5.0,3300000.0
3421,2022,1000.0,5.0,2965000.0
3422,2020,1300.0,5.0,3500000.0
3423,2022,2000.0,5.0,6060000.0
3425,2012,1300.0,5.0,2070000.0
3426,2014,660.0,4.0,1250000.0
3427,2005,1300.0,5.0,994999.9999999999
3428,2021,2800.0,5.0,8700000.0
3429,2013,1300.0,5.0,2220000.0
3431,2021,1500.0,6.0,8500000.0
3432,2007,1300.0,7.0,1639999.9999999998
3433,2011,1300.0,5.0,2089999.9999999998
3434,2011,1000.0,5.0,2080000.0
3435,1996,800.0,4.0,375000.0
3436,2006,1300.0,4.0,850000.0
3437,2013,1300.0,5.0,1950000.0
3438,2021,660.0,4.0,2875000.0
3439,2007,1500.0,5.0,1650000.0
3442,2008,1300.0,5.0,1600000.0
3443,2019,800.0,4.0,1215000.0
3444,2006,1600.0,6.0,1864999.9999999998
3445,2014,660.0,4.0,1850000.0
3446,2006,1300.0,7.0,1650000.0
3447,2019,1300.0,5.0,2400000.0
3449,2022,1500.0,5.0,8105769.230769231
3451,2022,1500.0,5.0,6918181.818181818
3455,2015,1000.0,2.0,3575000.0
3456,2017,1500.0,5.0,6500000.0
3458,2011,2400.0,7.0,5100000.0
3459,2016,1500.0,5.0,3199000.0
3460,2022,1600.0,5.0,5350000.0
3461,2013,3000.0,5.0,5550000.0
3462,2014,1500.0,5.0,3195000.0
3463,2005,800.0,4.0,480000.0
3467,2012,660.0,4.0,1565000.0
3469,2013,1000.0,5.0,1950000.0
3470,2016,1000.0,5.0,1750000.0
3471,2006,1000.0,5.0,700000.0
3472,2007,1500.0,5.0,1580000.0
3474,1997,1300.0,5.0,530000.0
3475,2014,1300.0,5.0,2450000.0
3480,1991,2400.0,7.0,2500000.0
3481,2014,1500.0,5.0,3275000.0
3482,2021,660.0,4.0,2050000.0
3484,2022,1000.0,5.0,2690000.0
3485,2019,1000.0,5.0,3390000.0
3487,1998,2700.0,7.0,5460000.0
3490,2016,1500.0,5.0,4200000.0
3491,2021,1500.0,7.0,4450000.0
3492,1999,1000.0,5.0,484999.99999999994
3493,2018,1500.0,5.0,2895000.0
3494,2013,1000.0,5.0,2255000.0
3495,2001,2600.0,15.0,1100000.0
3496,2006,1000.0,5.0,1595000.0
3497,2008,1000.0,5.0,900000.0
3498,2020,1500.0,5.0,5590000.0
3499,2011,1500.0,2.0,2600000.0
3501,2011,660.0,4.0,1395000.0
3502,2005,2700.0,7.0,6200000.0
3503,2021,660.0,4.0,2000000.0
3506,2011,1300.0,5.0,2185000.0
3507,2018,1300.0,5.0,2790000.0
3508,2010,1300.0,5.0,2150000.0
3509,2018,1000.0,5.0,2300000.0
3510,2006,660.0,4.0,1370000.0
3511,2018,1300.0,5.0,3000000.0
3512,1996,2800.0,5.0,1895000.0
3514,2003,2400.0,5.0,1695000.0
3515,2004,4200.0,7.0,9900000.0
3516,2022,1600.0,5.0,4850000.0
3517,2022,1500.0,7.0,4770000.0
3518,2016,1500.0,7.0,4295000.0
3519,2016,1000.0,5.0,1614999.9999999998
3520,2011,800.0,5.0,620000.0
3522,2022,1500.0,5.0,6695000.0
3523,2010,3000.0,5.0,5350000.0
3524,1998,1300.0,5.0,735000.0
3525,2015,1800.0,5.0,4550000.0
3526,2002,1000.0,4.0,1200000.0
3527,2006,1000.0,5.0,1300000.0
3528,1999,800.0,4.0,420000.0
3531,2002,1000.0,5.0,1375000.0
3532,2014,1500.0,5.0,2650000.0
3533,2019,1000.0,5.0,2370000.0
3534,2018,1500.0,5.0,4950000.0
3535,2009,1300.0,5.0,2050000.0
3536,2002,2500.0,5.0,1750000.0
3537,2004,1000.0,5.0,819999.9999999999
3538,2017,1300.0,5.0,3100000.0
3539,2008,1300.0,4.0,1275000.0
3540,2009,660.0,4.0,910000.0
3541,2017,1300.0,5.0,3000000.0
3542,2005,800.0,4.0,480000.0
3543,2018,1000.0,5.0,3050000.0
3547,2005,3000.0,7.0,6250000.0
3548,2022,2000.0,5.0,6990000.000000001
3549,1996,4200.0,7.0,3775000.0
3551,2012,1000.0,4.0,1060000.0
3552,2011,1800.0,5.0,1920000.0
3554,2022,1800.0,5.0,6200000.0
3556,2019,2800.0,5.0,8995000.0
3559,2000,2600.0,5.0,3200000.0
3560,2018,1000.0,5.0,2120000.0
3561,2021,2000.0,5.0,6500000.0
3562,2006,1000.0,5.0,950000.0
3563,2014,1500.0,5.0,4000000.0
3564,2015,1300.0,5.0,1850000.0
3565,2021,1000.0,5.0,4500000.0
3566,2013,1000.0,5.0,1330000.0
3567,2018,1000.0,5.0,3300000.0
3568,2022,1000.0,5.0,3200000.0
3569,2009,1000.0,5.0,1639999.9999999998
3570,2021,1000.0,8.0,2100000.0
3571,1995,2800.0,7.0,4000000.0
3572,1990,3000.0,7.0,2650000.0
3573,1995,4200.0,7.0,3375000.0
3575,2019,660.0,4.0,2145000.0
3576,2021,1500.0,5.0,3795000.0000000005
3577,2018,1000.0,5.0,3225000.0
3578,2019,1800.0,5.0,5850000.0
3583,2015,796.0,4.0,1080000.0
3584,2009,1000.0,5.0,2150000.0
3585,2020,1300.0,5.0,3250000.0
3587,2012,1000.0,4.0,885000.0
3588,2010,1800.0,5.0,2280000.0
3589,1999,1300.0,5.0,650000.0
3591,2013,796.0,4.0,875000.0
3592,2013,1300.0,5.0,1750000.0
3593,2019,1500.0,7.0,3450000.0
3594,2012,1300.0,5.0,1764999.9999999998
3595,2022,1600.0,5.0,5250000.0
3596,2011,1300.0,5.0,2100000.0
3597,2016,1000.0,5.0,2685000.0
3598,2007,1300.0,5.0,2200000.0
3599,2015,1300.0,5.0,2535000.0
3600,1986,2000.0,7.0,700000.0
3601,2011,1000.0,4.0,990000.0
3602,2018,1300.0,5.0,3485000.0
3603,1995,1500.0,5.0,790000.0
3604,1986,1500.0,5.0,1425000.0
3605,2012,2500.0,5.0,3750000.0
3608,2015,1500.0,5.0,3815000.0
3610,2022,1300.0,5.0,3850000.0
3612,2010,1500.0,5.0,2800000.0
3613,1999,1500.0,5.0,1225000.0
3615,1997,3000.0,7.0,3995000.0000000005
3616,2002,3000.0,7.0,4995000.0
3618,2013,1300.0,5.0,1742000.0000000002
3619,2022,1200.0,5.0,4100000.0
3620,2008,1000.0,5.0,1725000.0
3621,2013,660.0,4.0,1680000.0
3622,2020,1500.0,5.0,4150000.0
3623,2019,660.0,4.0,1800000.0
3625,2022,2000.0,5.0,6500000.0
3626,2006,3000.0,5.0,6225000.0
3627,1998,1800.0,5.0,1025000.0
3628,2017,1500.0,5.0,5500000.0
3629,2010,1000.0,4.0,980000.0000000001
3630,2001,1000.0,5.0,1350000.0
3631,1996,800.0,4.0,425000.0
3632,2005,1500.0,5.0,1350000.0
3633,2017,1500.0,5.0,5600000.0
3634,2019,1000.0,5.0,3500000.0
3635,2018,1000.0,5.0,3475000.0
3636,2019,1000.0,5.0,3800000.0
3637,2021,1000.0,5.0,2620000.0
3639,2020,2800.0,5.0,9200000.0
3640,2016,1500.0,5.0,3998333.3333333335
3641,2021,1500.0,5.0,3442285.7142857146
3642,2021,2800.0,5.0,9800000.0
3644,2002,4700.0,7.0,8500000.0
3645,2009,1000.0,5.0,1900000.0
3647,1986,1600.0,5.0,630000.0
3648,2017,1300.0,5.0,2750000.0
3651,1990,1300.0,4.0,1300000.0
3652,2022,1300.0,5.0,3800000.0
3653,1992,1300.0,5.0,459999.99999999994
3654,2019,1600.0,5.0,4400000.0
3655,2002,1500.0,5.0,1200000.0
3656,2008,800.0,5.0,830000.0000000001
3657,2014,1300.0,5.0,2850000.0
3658,2007,1300.0,4.0,950000.0
3659,2008,1800.0,5.0,2200000.0
3660,2021,1800.0,5.0,5500000.0
3661,2007,1500.0,5.0,2500000.0
3662,2021,1000.0,5.0,2675000.0
3663,2007,1300.0,5.0,1500000.0
3664,2016,1000.0,5.0,1625000.0
3666,2001,3000.0,7.0,4200000.0
3668,2013,1300.0,5.0,2380000.0
3670,2019,1500.0,5.0,5250000.0
3672,1995,3400.0,7.0,2960000.0
3676,2021,1500.0,5.0,4090000.0
3677,2019,1198.0,5.0,4650000.0
3678,2019,660.0,4.0,2800000.0
3679,2019,1000.0,5.0,3450000.0
3680,2010,1500.0,5.0,3450000.0
3681,2019,660.0,5.0,3200000.0
3682,2010,1300.0,5.0,1850000.0
3683,1998,1300.0,5.0,1120000.0
3684,2018,1600.0,5.0,3900000.0
3685,2018,1000.0,5.0,3650000.0
3686,2015,1500.0,5.0,3200000.0
3687,2016,1300.0,5.0,2500000.0
3688,2013,1000.0,5.0,2390000.0
3689,2019,800.0,5.0,1300000.0
3691,2012,1300.0,5.0,2150000.0
3693,2014,660.0,4.0,1850000.0
3694,2015,1300.0,5.0,2320000.0
3695,2007,1300.0,4.0,1100000.0
3696,2010,1800.0,5.0,1795000.0
3698,2021,2000.0,5.0,5675000.0
3699,2004,2700.0,7.0,3050000.0
3700,2000,1600.0,6.0,1230000.0
3701,2018,660.0,4.0,2670000.0
3703,2014,1500.0,5.0,3450000.0
3704,2019,1000.0,5.0,3550000.0
3705,2019,1000.0,5.0,3850000.0
3706,2019,660.0,5.0,3400000.0
3707,2017,2700.0,16.0,8000000.0
3709,2020,1000.0,5.0,5995000.0
3710,2019,660.0,5.0,3100000.0
3711,2019,1000.0,5.0,3700000.0
3715,2022,1200.0,5.0,4129999.9999999995
3716,2015,1800.0,5.0,2985000.0
3718,2000,1500.0,5.0,1225000.0
3719,2002,1500.0,5.0,1175000.0
3720,2019,1800.0,5.0,4900000.0
3721,2021,660.0,4.0,2330000.0
3722,2021,1500.0,5.0,6900000.0
3723,2004,1800.0,5.0,3700000.0
3724,2010,1600.0,5.0,2050000.0
3725,2018,1000.0,5.0,3629999.9999999995
3726,2021,660.0,4.0,2380000.0
3727,2007,660.0,5.0,1342000.0
3729,2015,1500.0,5.0,4250000.0
3731,2017,1800.0,5.0,3840000.0
3732,2015,1800.0,5.0,3130000.0
3733,2001,3000.0,5.0,2575000.0
3734,1992,2200.0,5.0,680000.0
3736,2022,1400.0,5.0,4790000.0
3737,2006,1600.0,6.0,1250000.0
3738,2022,660.0,4.0,2185000.0
3739,2019,1000.0,5.0,3450000.0
3748,2016,1500.0,5.0,5000000.0
3754,2022,1400.0,5.0,5100000.0
3756,2011,1800.0,5.0,3150000.0
3757,1984,2000.0,7.0,2500000.0
3758,2000,1600.0,6.0,1019999.9999999999
3759,2007,1300.0,4.0,875000.0
3760,2013,660.0,5.0,1650000.0
3761,2011,660.0,4.0,1600000.0
3762,2013,1300.0,5.0,2290000.0
3763,2005,1300.0,5.0,1230000.0
3764,2004,1500.0,5.0,2050000.0
3766,2016,1500.0,5.0,4870000.0
3768,2016,660.0,5.0,1745000.0
3769,2013,1000.0,5.0,2350000.0
3770,1982,1300.0,5.0,350000.0
3772,2022,1500.0,5.0,6800000.0
3773,2018,1600.0,5.0,3425000.0
3774,2014,1500.0,5.0,4380000.0
3775,2013,1000.0,5.0,2340000.0
3776,1996,3400.0,7.0,4500000.0
3777,2016,2700.0,7.0,20950000.0
3780,2018,2800.0,5.0,8189800.0
3782,2002,4700.0,7.0,8000000.0
3783,2007,660.0,5.0,1520000.0
3784,1997,3000.0,7.0,3600000.0
3785,2005,1100.0,5.0,750000.0
3786,2013,660.0,4.0,2000000.0
3787,2014,1000.0,5.0,2195000.0
3788,2019,660.0,7.0,3000000.0
3789,2011,1300.0,5.0,2600000.0
3790,2017,1500.0,5.0,3890000.0
3791,2001,1000.0,5.0,685000.0
3792,2020,1000.0,5.0,2525000.0
3794,2005,2500.0,5.0,1900000.0
3795,2017,660.0,4.0,2150000.0
3796,2019,800.0,2.0,1350000.0
3797,2013,1300.0,5.0,2050000.0
3798,2017,1500.0,5.0,5600000.0
3801,2006,1000.0,5.0,700000.0
3802,2021,1800.0,5.0,5210000.0
3805,2008,1000.0,5.0,1820000.0
3806,2022,1300.0,5.0,2750000.0
3807,2012,1800.0,5.0,3600000.0
3809,1996,1300.0,5.0,495000.0
3810,1997,2000.0,5.0,1000000.0
3811,2009,1000.0,4.0,990000.0
3812,2021,1000.0,5.0,3030000.0
3813,2021,1600.0,5.0,4410000.0
3815,2013,1800.0,5.0,2750000.0
3816,2021,1800.0,5.0,5050000.0
3817,2022,2000.0,5.0,7195000.0
3818,2008,1000.0,5.0,1650000.0
3819,2014,1300.0,5.0,2900000.0
3820,2022,1500.0,5.0,8000000.0
3821,2003,800.0,4.0,475000.0
3822,2014,660.0,4.0,2010000.0000000002
3823,2022,1200.0,5.0,4050000.0
3824,2004,1600.0,5.0,1580000.0
3825,2000,800.0,4.0,535000.0
3827,2007,4000.0,7.0,9850000.0
3828,2013,660.0,5.0,1680000.0
3829,2015,2500.0,5.0,5800000.0
3831,2003,1300.0,5.0,869999.9999999999
3832,2005,1500.0,5.0,1260000.0
3834,2011,1800.0,5.0,3300000.0
3835,2020,1300.0,5.0,3700000.0
3837,2002,3400.0,7.0,5950000.0
3838,1983,800.0,5.0,149000.0
3839,2019,1800.0,5.0,4490000.0
3840,2019,660.0,4.0,2500000.0
3842,1997,3400.0,7.0,3000000.0
3844,2013,1800.0,5.0,2825000.0
3845,2003,1600.0,6.0,1530000.0
3846,2014,1300.0,5.0,2460000.0
3847,2011,1800.0,5.0,3290000.0
3848,2022,1800.0,5.0,6300000.0
3849,1996,4200.0,7.0,3200000.0
3852,2007,1300.0,7.0,1670000.0
3853,2017,1300.0,5.0,3100000.0
3854,2002,1600.0,5.0,1480000.0
3856,1987,1000.0,5.0,640000.0
3857,2021,1500.0,5.0,6350000.0
3858,2022,1000.0,5.0,2735000.0
3861,2012,1300.0,5.0,2000000.0
3862,2011,800.0,4.0,550000.0
3863,2017,800.0,4.0,1200000.0
3864,2018,1500.0,5.0,6498999.999999999
3866,2009,1000.0,5.0,1764999.9999999998
3867,2002,1300.0,5.0,1150000.0
3868,2020,1800.0,5.0,4780000.0
3872,2004,1600.0,6.0,1400000.0
3873,2013,660.0,4.0,1385000.0
3875,2010,1300.0,5.0,1670000.0
3876,2016,1300.0,5.0,2950000.0
3877,2014,1000.0,5.0,2550000.0
3878,2021,1300.0,5.0,3250000.0
3881,2016,2900.0,16.0,6600000.0
3883,2012,1300.0,5.0,2350000.0
3884,2003,1000.0,5.0,620000.0
3885,2022,2000.0,6.0,9150000.0
3886,2018,796.0,4.0,1035000.0
3888,1988,2500.0,7.0,1050000.0
3889,2007,660.0,4.0,1470000.0
3890,2022,1500.0,7.0,4550000.0
3891,2014,1800.0,5.0,2770000.0
3892,2015,1500.0,5.0,4450000.0
3894,2006,800.0,4.0,670000.0
3895,2000,1600.0,6.0,925000.0
3896,2022,1800.0,5.0,6199000.0
3898,2006,1600.0,5.0,1750000.0
3899,1998,4200.0,7.0,3400000.0
3900,1998,1600.0,6.0,875000.0
3901,2017,1300.0,5.0,2850000.0
3902,2013,660.0,4.0,1639999.9999999998
3905,2012,1000.0,5.0,1190000.0
3906,2007,1500.0,5.0,2600000.0
3907,1988,1000.0,5.0,280000.0
3908,2006,1000.0,5.0,1720000.0
3909,2014,1800.0,5.0,2485000.0
3910,2013,1300.0,5.0,2240000.0
3911,2018,1198.0,5.0,3600000.0
3912,2021,1300.0,5.0,3550000.0
3915,2008,1800.0,5.0,1650000.0
